,x,y,z
0,-1.0,0.5,-4.5
1,-0.995,0.544755,-4.43
2,-0.99,0.589265,-4.359999999999999
3,-0.985,0.63353,-4.289999999999999
4,-0.98,0.67755,-4.219999999999999
5,-0.975,0.721325,-4.149999999999999
6,-0.97,0.764855,-4.079999999999998
7,-0.965,0.80814,-4.009999999999998
8,-0.96,0.8511799999999999,-3.939999999999998
9,-0.955,0.893975,-3.8699999999999983
10,-0.95,0.9365249999999999,-3.7999999999999985
11,-0.945,0.97883,-3.7299999999999986
12,-0.94,1.02089,-3.659999999999999
13,-0.9349999999999999,1.062705,-3.589999999999999
14,-0.9299999999999999,1.104275,-3.519999999999999
15,-0.9249999999999999,1.1456,-3.4499999999999993
16,-0.9199999999999999,1.18668,-3.3799999999999994
17,-0.9149999999999999,1.227515,-3.3099999999999996
18,-0.9099999999999999,1.2681049999999998,-3.2399999999999998
19,-0.9049999999999999,1.30845,-3.17
20,-0.8999999999999999,1.34855,-3.1
21,-0.8949999999999999,1.388405,-3.0300000000000002
22,-0.8899999999999999,1.4280149999999998,-2.9600000000000004
23,-0.8849999999999999,1.4673799999999997,-2.8900000000000006
24,-0.8799999999999999,1.5064999999999997,-2.8200000000000007
25,-0.8749999999999999,1.5453749999999997,-2.750000000000001
26,-0.8699999999999999,1.5840049999999997,-2.680000000000001
27,-0.8649999999999999,1.6223899999999996,-2.610000000000001
28,-0.8599999999999999,1.6605299999999996,-2.5400000000000014
29,-0.8549999999999999,1.6984249999999996,-2.4700000000000015
30,-0.8499999999999999,1.7360749999999996,-2.4000000000000017
31,-0.8449999999999999,1.7734799999999995,-2.330000000000002
32,-0.8399999999999999,1.8106399999999996,-2.260000000000002
33,-0.8349999999999999,1.8475549999999996,-2.190000000000002
34,-0.8299999999999998,1.8842249999999996,-2.1200000000000023
35,-0.8249999999999998,1.9206499999999995,-2.0500000000000025
36,-0.8199999999999998,1.9568299999999996,-1.9800000000000024
37,-0.8149999999999998,1.9927649999999997,-1.9100000000000024
38,-0.8099999999999998,2.0284549999999997,-1.8400000000000023
39,-0.8049999999999998,2.0639,-1.7700000000000022
40,-0.7999999999999998,2.0991,-1.7000000000000022
41,-0.7949999999999998,2.134055,-1.6300000000000021
42,-0.7899999999999998,2.168765,-1.560000000000002
43,-0.7849999999999998,2.20323,-1.490000000000002
44,-0.7799999999999998,2.23745,-1.420000000000002
45,-0.7749999999999998,2.271425,-1.3500000000000019
46,-0.7699999999999998,2.3051549999999996,-1.2800000000000018
47,-0.7649999999999998,2.33864,-1.2100000000000017
48,-0.7599999999999998,2.37188,-1.1400000000000017
49,-0.7549999999999998,2.404875,-1.0700000000000016
50,-0.7499999999999998,2.437625,-1.0000000000000016
51,-0.7449999999999998,2.47013,-0.9300000000000016
52,-0.7399999999999998,2.50239,-0.8600000000000017
53,-0.7349999999999998,2.534405,-0.7900000000000017
54,-0.7299999999999998,2.566175,-0.7200000000000017
55,-0.7249999999999998,2.5976999999999997,-0.6500000000000018
56,-0.7199999999999998,2.62898,-0.5800000000000018
57,-0.7149999999999997,2.660015,-0.5100000000000019
58,-0.7099999999999997,2.690805,-0.4400000000000019
59,-0.7049999999999997,2.72135,-0.3700000000000019
60,-0.6999999999999997,2.75165,-0.3000000000000019
61,-0.6949999999999997,2.781705,-0.23000000000000187
62,-0.6899999999999997,2.811515,-0.16000000000000186
63,-0.6849999999999997,2.84108,-0.09000000000000187
64,-0.6799999999999997,2.8703999999999996,-0.020000000000001877
65,-0.6749999999999997,2.899475,0.049999999999998115
66,-0.6699999999999997,2.928305,0.11999999999999811
67,-0.6649999999999997,2.95689,0.18999999999999811
68,-0.6599999999999997,2.98523,0.2599999999999981
69,-0.6549999999999997,3.013325,0.32999999999999813
70,-0.6499999999999997,3.041175,0.39999999999999813
71,-0.6449999999999997,3.06878,0.46999999999999814
72,-0.6399999999999997,3.0961399999999997,0.5399999999999981
73,-0.6349999999999997,3.1232549999999994,0.6099999999999981
74,-0.6299999999999997,3.1501249999999996,0.679999999999998
75,-0.6249999999999997,3.1767499999999997,0.749999999999998
76,-0.6199999999999997,3.20313,0.819999999999998
77,-0.6149999999999997,3.229265,0.8899999999999979
78,-0.6099999999999997,3.255155,0.9599999999999979
79,-0.6049999999999996,3.2807999999999997,1.0299999999999978
80,-0.5999999999999996,3.3061999999999996,1.0999999999999979
81,-0.5949999999999996,3.3313549999999994,1.169999999999998
82,-0.5899999999999996,3.3562649999999996,1.239999999999998
83,-0.5849999999999996,3.3809299999999998,1.309999999999998
84,-0.5799999999999996,3.40535,1.3799999999999981
85,-0.5749999999999996,3.429525,1.4499999999999982
86,-0.5699999999999996,3.453455,1.5199999999999982
87,-0.5649999999999996,3.47714,1.5899999999999983
88,-0.5599999999999996,3.50058,1.6599999999999984
89,-0.5549999999999996,3.5237749999999997,1.7299999999999984
90,-0.5499999999999996,3.5467249999999995,1.7999999999999985
91,-0.5449999999999996,3.5694299999999997,1.8699999999999986
92,-0.5399999999999996,3.59189,1.9399999999999986
93,-0.5349999999999996,3.614105,2.0099999999999985
94,-0.5299999999999996,3.636075,2.0799999999999983
95,-0.5249999999999996,3.6578,2.149999999999998
96,-0.5199999999999996,3.67928,2.219999999999998
97,-0.5149999999999996,3.7005149999999998,2.289999999999998
98,-0.5099999999999996,3.7215049999999996,2.3599999999999977
99,-0.5049999999999996,3.7422499999999994,2.4299999999999975
100,-0.49999999999999956,3.7627499999999996,2.4999999999999973
101,-0.49499999999999955,3.7830049999999997,2.569999999999997
102,-0.48999999999999955,3.803015,2.639999999999997
103,-0.48499999999999954,3.82278,2.709999999999997
104,-0.47999999999999954,3.8423,2.7799999999999967
105,-0.47499999999999953,3.8615749999999998,2.8499999999999965
106,-0.46999999999999953,3.8806049999999996,2.9199999999999964
107,-0.4649999999999995,3.8993899999999995,2.989999999999996
108,-0.4599999999999995,3.9179299999999992,3.059999999999996
109,-0.4549999999999995,3.9362249999999994,3.129999999999996
110,-0.4499999999999995,3.9542749999999995,3.1999999999999957
111,-0.4449999999999995,3.9720799999999996,3.2699999999999956
112,-0.4399999999999995,3.9896399999999996,3.3399999999999954
113,-0.4349999999999995,4.006955,3.4099999999999953
114,-0.4299999999999995,4.024025,3.479999999999995
115,-0.4249999999999995,4.04085,3.549999999999995
116,-0.4199999999999995,4.05743,3.6199999999999948
117,-0.4149999999999995,4.073765,3.6899999999999946
118,-0.4099999999999995,4.089855,3.7599999999999945
119,-0.40499999999999947,4.1057,3.8299999999999943
120,-0.39999999999999947,4.1213,3.899999999999994
121,-0.39499999999999946,4.136654999999999,3.969999999999994
122,-0.38999999999999946,4.151764999999999,4.039999999999994
123,-0.38499999999999945,4.16663,4.109999999999994
124,-0.37999999999999945,4.1812499999999995,4.179999999999994
125,-0.37499999999999944,4.195625,4.249999999999995
126,-0.36999999999999944,4.2097549999999995,4.319999999999995
127,-0.36499999999999944,4.22364,4.389999999999995
128,-0.35999999999999943,4.237279999999999,4.4599999999999955
129,-0.3549999999999994,4.250674999999999,4.529999999999996
130,-0.3499999999999994,4.263824999999999,4.599999999999996
131,-0.3449999999999994,4.276729999999999,4.669999999999996
132,-0.3399999999999994,4.289389999999999,4.739999999999997
133,-0.3349999999999994,4.301804999999999,4.809999999999997
134,-0.3314334122464978,4.310497828587233,4.7820000094510915
135,-0.3278668244929962,4.318945657174467,4.754000018902186
136,-0.3243002367394946,4.327148485761701,4.726000028353281
137,-0.320733648985993,4.335106314348935,4.698000037804375
138,-0.3171670612324914,4.342819142936169,4.67000004725547
139,-0.3136004734789898,4.350286971523403,4.642000056706564
140,-0.3100338857254882,4.357509800110637,4.614000066157659
141,-0.3064672979719866,4.364487628697871,4.586000075608753
142,-0.30290071021848497,4.371220457285105,4.558000085059848
143,-0.29933412246498337,4.377708285872339,4.530000094510942
144,-0.29576753471148176,4.383951114459573,4.502000103962037
145,-0.29220094695798016,4.389948943046807,4.4740001134131315
146,-0.28863435920447855,4.395701771634041,4.446000122864226
147,-0.28506777145097695,4.401209600221275,4.418000132315321
148,-0.28150118369747534,4.4064724288085095,4.390000141766415
149,-0.27793459594397374,4.4114902573957435,4.36200015121751
150,-0.27436800819047213,4.416263085982978,4.334000160668604
151,-0.27080142043697053,4.420790914570212,4.306000170119699
152,-0.2672348326834689,4.425073743157446,4.278000179570793
153,-0.2636682449299673,4.42911157174468,4.250000189021888
154,-0.2601016571764657,4.432904400331914,4.2220001984729825
155,-0.2565350694229641,4.436452228919148,4.194000207924077
156,-0.2529684816694625,4.439755057506382,4.166000217375172
157,-0.24940189391596088,4.442812886093616,4.138000226826266
158,-0.24583530616245924,4.44562571468085,4.110000236277361
159,-0.2422687184089576,4.448193543268085,4.082000245728455
160,-0.23870213065545598,4.4505163718553185,4.05400025517955
161,-0.23513554290195435,4.452594200442553,4.026000264630644
162,-0.23156895514845272,4.4544270290297865,3.9980002740817384
163,-0.22800236739495108,4.456014857617021,3.9700002835328325
164,-0.22443577964144945,4.457357686204254,3.9420002929839266
165,-0.22086919188794782,4.458455514791488,3.9140003024350207
166,-0.2173026041344462,4.459308343378723,3.886000311886115
167,-0.21373601638094455,4.459916171965957,3.858000321337209
168,-0.21016942862744292,4.460279000553191,3.830000330788303
169,-0.2066028408739413,4.460396829140425,3.802000340239397
170,-0.20303625312043966,4.460269657727659,3.7740003496904913
171,-0.19946966536693803,4.459897486314893,3.7460003591415854
172,-0.1959030776134364,4.459280314902127,3.7180003685926795
173,-0.19233648985993476,4.458418143489361,3.6900003780437736
174,-0.18876990210643313,4.457310972076595,3.6620003874948677
175,-0.1852033143529315,4.455958800663829,3.6340003969459618
176,-0.18163672659942987,4.454361629251063,3.606000406397056
177,-0.17807013884592823,4.452519457838298,3.57800041584815
178,-0.1745035510924266,4.4504322864255315,3.550000425299244
179,-0.17093696333892497,4.448100115012766,3.522000434750338
180,-0.16737037558542334,4.445522943599999,3.4940004442014323
181,-0.1638037878319217,4.442700772187234,3.4660004536525264
182,-0.16023720007842007,4.439633600774467,3.4380004631036205
183,-0.15667061232491844,4.436321429361701,3.4100004725547146
184,-0.1531040245714168,4.432764257948936,3.3820004820058087
185,-0.14953743681791518,4.42896208653617,3.354000491456903
186,-0.14597084906441354,4.424914915123404,3.326000500907997
187,-0.1424042613109119,4.420622743710638,3.298000510359091
188,-0.13883767355741028,4.416085572297872,3.270000519810185
189,-0.13527108580390865,4.411303400885106,3.2420005292612792
190,-0.13170449805040702,4.40627622947234,3.2140005387123733
191,-0.12813791029690538,4.4010040580595735,3.1860005481634674
192,-0.12457132254340375,4.3954868866468075,3.1580005576145616
193,-0.12100473478990212,4.389724715234042,3.1300005670656557
194,-0.11743814703640049,4.383717543821276,3.1020005765167498
195,-0.11387155928289885,4.37746537240851,3.074000585967844
196,-0.11030497152939722,4.370968200995744,3.046000595418938
197,-0.10673838377589559,4.364226029582978,3.018000604870032
198,-0.10317179602239396,4.357238858170212,2.990000614321126
199,-0.09960520826889233,4.350006686757446,2.9620006237722203
200,-0.0960386205153907,4.34252951534468,2.9340006332233144
201,-0.09247203276188906,4.334807343931914,2.9060006426744085
202,-0.08890544500838743,4.326840172519148,2.8780006521255026
203,-0.0853388572548858,4.318628001106382,2.8500006615765967
204,-0.08177226950138416,4.310170829693616,2.822000671027691
205,-0.07820568174788253,4.30146865828085,2.794000680478785
206,-0.0746390939943809,4.292521486868084,2.766000689929879
207,-0.07107250624087927,4.283329315455318,2.738000699380973
208,-0.06750591848737764,4.273892144042552,2.7100007088320672
209,-0.063939330733876,4.264209972629787,2.6820007182831613
210,-0.06037274298037438,4.254282801217021,2.6540007277342554
211,-0.056806155226872754,4.244110629804255,2.6260007371853495
212,-0.05323956747337113,4.233693458391489,2.5980007466364436
213,-0.0496729797198695,4.223031286978723,2.5700007560875378
214,-0.04610639196636788,4.212124115565957,2.542000765538632
215,-0.04253980421286625,4.200971944153191,2.514000774989726
216,-0.03897321645936463,4.189574772740425,2.48600078444082
217,-0.035406628705863,4.177932601327659,2.458000793891914
218,-0.03184004095236138,4.1660454299148935,2.4300008033430083
219,-0.028273453198859752,4.1539132585021274,2.4020008127941024
220,-0.024706865445358127,4.141536087089362,2.3740008222451965
221,-0.0211402776918565,4.128913915676596,2.3460008316962906
222,-0.017573689938354876,4.11604674426383,2.3180008411473847
223,-0.014007102184853251,4.102934572851064,2.290000850598479
224,-0.010440514431351626,4.089577401438298,2.262000860049573
225,-0.00687392667785,4.075975230025532,2.234000869500667
226,-0.003307338924348374,4.062128058612766,2.206000878951761
227,0.00025924882915325225,4.0480358872,2.178000888402855
228,0.0038258365826548783,4.033698715787234,2.1500008978539493
229,0.007392424336156504,4.0191165443744685,2.1220009073050434
230,0.01095901208965813,4.004289372961702,2.0940009167561375
231,0.014525599843159757,3.9892172015489367,2.0660009262072316
232,0.018092187596661383,3.973900030136171,2.0380009356583257
233,0.021658775350163008,3.958337858723405,2.01000094510942
234,0.025225363103664633,3.942530687310639,1.9820009545605142
235,0.02879195085716626,3.9264785158978732,1.9540009640116085
236,0.032358538610667884,3.9101813444851072,1.9260009734627028
237,0.03592512636416951,3.893639173072341,1.8980009829137972
238,0.039491714117671134,3.876852001659575,1.8700009923648915
239,0.04305830187117276,3.859819830246809,1.8420010018159858
240,0.046624889624674384,3.8425426588340432,1.8140010112670801
241,0.05019147737817601,3.8250204874212774,1.7860010207181745
