,x,y,z
0,3.0,0.15,-4.0
1,3.0,0.169755,-3.945
2,3.0,0.189265,-3.8899999999999997
3,3.0,0.20853,-3.8349999999999995
4,3.0,0.22755,-3.7799999999999994
5,3.0,0.24632500000000002,-3.724999999999999
6,3.0,0.264855,-3.669999999999999
7,3.0,0.28314,-3.614999999999999
8,3.0,0.30118,-3.5599999999999987
9,3.0,0.318975,-3.5049999999999986
10,3.0,0.336525,-3.4499999999999984
11,3.0,0.35383000000000003,-3.3949999999999982
12,3.0,0.37089000000000005,-3.339999999999998
13,3.0,0.3877050000000001,-3.284999999999998
14,3.0,0.40427500000000005,-3.2299999999999978
15,3.0,0.42060000000000003,-3.1749999999999976
16,3.0,0.43668,-3.1199999999999974
17,3.0,0.452515,-3.0649999999999973
18,3.0,0.468105,-3.009999999999997
19,3.0,0.48345,-2.954999999999997
20,3.0,0.49855,-2.899999999999997
21,3.0,0.513405,-2.8449999999999966
22,3.0,0.528015,-2.7899999999999965
23,3.0,0.54238,-2.7349999999999963
24,3.0,0.5565,-2.679999999999996
25,3.0,0.570375,-2.624999999999996
26,3.0,0.5840049999999999,-2.569999999999996
27,3.0,0.5973899999999999,-2.5149999999999957
28,3.0,0.6105299999999998,-2.4599999999999955
29,3.0,0.6234249999999998,-2.4049999999999954
30,3.0,0.6360749999999997,-2.349999999999995
31,3.0,0.6484799999999997,-2.294999999999995
32,3.0,0.6606399999999997,-2.239999999999995
33,3.0,0.6725549999999997,-2.1849999999999947
34,3.0,0.6842249999999996,-2.1299999999999946
35,3.0,0.6956499999999997,-2.0749999999999944
36,3.0,0.7068299999999996,-2.0199999999999942
37,3.0,0.7177649999999995,-1.9649999999999943
38,3.0,0.7284549999999995,-1.9099999999999944
39,3.0,0.7388999999999994,-1.8549999999999944
40,3.0,0.7490999999999994,-1.7999999999999945
41,3.0,0.7590549999999994,-1.7449999999999946
42,3.0,0.7687649999999994,-1.6899999999999946
43,3.0,0.7782299999999993,-1.6349999999999947
44,3.0,0.7874499999999993,-1.5799999999999947
45,3.0,0.7964249999999993,-1.5249999999999948
46,3.0,0.8051549999999992,-1.4699999999999949
47,3.0,0.8136399999999991,-1.414999999999995
48,3.0,0.8218799999999991,-1.359999999999995
49,3.0,0.829874999999999,-1.304999999999995
50,3.0,0.837624999999999,-1.2499999999999951
51,3.0,0.8451299999999989,-1.1949999999999952
52,3.0,0.8523899999999989,-1.1399999999999952
53,3.0,0.8594049999999989,-1.0849999999999953
54,3.0,0.8661749999999988,-1.0299999999999954
